"ID","Company Name","Company Address","Primary Contact","Change Contact","Notes"
"DPT99","IVR Technology Group, Inc.","111 Riverfront Suite 305 Winona Minnesota, USA 55987 877-742-5384","Jesse Becker ROC@ivrtechnology.com P: 716-250-2800, ext 210 F: 716-249-3317","",""
"EET99","Advanced Tel. Inc.","913 South Burnside Ave.  Gonzales Louisiana, USA 70737 800-621-4211","Tiffany Riley tiffany.riley@letsrev.com P: 225-743-7028 F: 225-647-7999","",""
"KDB99","Airespring Inc","6060 Sepulveda Blvd 2nd Floor Van Nuys California, USA 91411 888-899-2789","Jennifer Gemmell jen.gemmell@airespring.com P: 818-738-1992 F:","",""
"EUS99","TELUS Corporation","10020 100 ST NW 8 Floor  Edmonton Alberta, Canada T5J 0N5 877-700-4662","Billy-Jo McBride BILLYJO.MCBRIDE@TELUS.COM P: 4033842831 F:","",""
"CDN99","PAETEC Communications/McLEODUSA","600 Willowbrook Office Park  Fairport New York, USA 14450 877-340-2600","Katie Tan katie.tan@windstream.com P: 585-340-2769 F:","Cheryl Pecorella cheryl.pecorella@windstream.com P: 585-340-2769 F:","All Resporg Change Requests and Inquiries must be sent to WCI.8XXReleases@windstream.com"
"ALF99","Lumen Technologies","200 Galleria Center Suite 401 Southfield Michigan, USA 48034 877-453-8353","Christian Aguilar christian.aguilar@lumen.com P: 7208881563 F:","",""
"ALN99","Lumen Technologies","200 Galleria Center Suite 401 Southfield Michigan, USA 48034 8774538353","Christian Aguilar christian.aguilar@lumen.com P: 7208881563 F:","RespOrg Change wcgsms800@lumen.com P: 877-864-2309 F: 720-567-0061",""
"ALE99","Lumen Technologies","200 Galleria Center Suite 401 Southfield Michigan, USA 48034 877-453-8353","Christian Aguilar christian.aguilar@lumen.com P: 7208881563 F:","",""
"EYE99","Lightpath Fiber Infrastructure LLC","200 Jericho Quadrangle  Jericho New York, USA 11753 866-611-3434","Denise Narine-Anderson denise.narine-anderson@lightpathfiber.com P: 8666113434 option 2 F: 516-495-8788","",""
"QQA99","GLOBALINX, formerly TMC Communications","5383 Hollister Avenue, STE 100  Santa Barbara California, USA 93111 866-999-1155","Robin Kendrick-Krind robin.krind@fusionconnect.com P: 478 405-3818 F:","Donna Barfield donna.barfield@birch.com P: 4784767987 F:",""
"ACC99","PAETEC Communications/McLEODUSA/Access Long Distance","1 W. 3rd St/ Suite 800 Tulsa Oklahoma, USA 74103 888-737-8335","Katie Tan katie.tan@windstream.com P: 585-340-2769 F:","Cheryl Pecorella cheryl.pecorella@windstream.com P: 330-487-2900 F: 330-487-2900","All Resporg Change Requests and Inquiries must be sent to WCI.8XXReleases@windstream.com"
"AET99","Logix Communications","2950 North Loop West Ste. 1200 Houston Texas, USA 77092 800-444-0258","Nancy Coria nancy.coria@logix.com P: 4697081576 F:","",""
"ART99","iconectiv - formerly CSF, LLC","csf Corporation 285 Davidson Avenue Somerset New Jersey, USA 08873 732-356-6999","Melissa Avery mavery@iconectiv.com P: 732-699-4806 F:","Sachin Gawande sgawande@iconectiv.com P: 7326993984 F:",""
"AUN99","ATLaaS","9450 SW Gemini Dr PMB 99633 Beaverton Oregon, USA 97008 800-508-5200","Carmelita Berquist cberquist@atlc.com P: 800-767-8464 F:","Independent  Resporg outgoing@atlc.com P: 800-PORTING F:","Updated Company Details as per Edge Ticket-INC000000112790-Special Requests AU-Update Company adress"
"AWC99","AT&T Long Distance","555 S. Executive Dr.  Brookfield Wisconsin, USA 53005 800-580-6576","chris drotzur cd4151@att.com P: 4146309286 F:","",""
"AZC99","Allstream","200 Wellington St W  Toronto Ontario, Canada M5V 3G2 866-282-0111","Catherine O'Grady catherine.ogrady@allstream.com P: 416-644-9703 F:","",""
"BFN99","Big River Telephone LLC","24 S Minnesota Ave  Cape Girardeau Missouri, USA 63702 575-651-3373","KENDRA FIGLIOLO kendra.figliolo@i3broadband.com P: 5733883778 F:","",""
"BJC99","Broadview Networks","1018 West Ninth Ave  King of Prussia Pennsylvania, USA 19406 800-276-2384","Katie Tan katie.tan@windstream.com P: 585-340-2769 F:","",""
"BNT99","First Communications","3340 W. Market St.  Akron Ohio, USA 44333 800-274-1015","Stacy Reder sreder@firstcomm.com P: 330-835-2336 F:","",""
"BOV99","Teligence US Inc.","1045 Howe St. Suite 700 Vancouver British Columbia, Canada V6Z 2A9 604-629-6055","Ted Serne ted.serne@teligence.net P: 604-290-2032 F: 604-200-8706","",""
"BQT99","Business Telecommunication Services","2620 SW 27th Ave.  Miami Florida, USA 33133 305-358-5850","Luis Latouche llatouche@bts.io P: 305-358-5850 F: 305-358-5848","",""
"BSS99","AT&T","754 Peachtree St. Suite 2D85 Atlanta Georgia, USA 30308 888-509-9399","Adrian Raspberry-Smith ar2423@us.att.com P: 312-281-3936 F: 847-326-2255","",""
"BZY99","BCMONE","228 East 45th St 12th Floor new York New York, USA 10017 888-543-2000","Adriana Moran csrrequest@bcmone.com P: 212-849-2246 F:","",""
"CAB99","Wavecom Solutions","1132 Bishop Street Ste 800 Honolulu Hawaii, USA 96813 800-733-5638","Hoolu Cravalho hoolu.cravalho@hawaiiantel.com P: 8085463085 F:","",""
"CED99","RCN TELECOM SERVICES, LLC","100 Baltimore Drive  Wilkes Barre Pennsylvania, USA 18701 888-972-6622","David Gray resporg.department@rcn.net P: 512-878-5610 F:","Marlo Wright resporg.department@astound.com P: 5702701841 F:",""
"CJI99","Cooperative Communications","412-420 Washington Ave PO Box 903  Belleville New Jersey, USA 07109 800-833-2700","Lou Lombardi resporg@cpvcom.net P: 9737598100 F: 973-759-8282","",""
"CNM99","Bell Canada","78 O'Connor Rm 513 Ottawa Ontario, Canada K1P 5M7 800-663-8725","SADIA SZEGEDI sadia.szegedi@bell.ca P: 613-785-1812 F: 800-340-3555","",""
"CPA99","33 Wireless, Inc","5280 E Beverly Blvd. Suite C, PMB 274 Los Angeles California, USA 90022 310-895-0574","JUAN CHAVEZ 33wireless@gmail.com P: 2143829586 F:","",""
"DBC99","Cincinnati Bell Telephone Company LLC dba altafiber","209 W. 7th Street 9th  Floor Cincinnati Ohio, USA 45202 866-226-3951","Richard Pride richard.pride@cinbell.com P: 513-565-2575 F: 513-621-2660","",""
"DHA99","Windstream","600 Willowbrook Office Park  Fairport New York, USA 14450 800-600-5050","Katie Tan katie.tan@windstream.com P: 585-340-2769 F:","Eileen Monserrate Garcia Eileen.MonserrateGarcia@windstream.com P: 585-340-2769 F:","All Port Away requests and inquiries must be sent to WCI.8XXReleases@windstream.com or faxed to 330-487-2900. Thank you."
"DIC99","DC Communications","270 S. Main Street Suite C, 1st Floor Flemington New Jersey, USA 08822 908-806-7450","CHRISTIAN WHITE cwhite@legentcom.com P: 9497537000 F:","",""
"DKT99","ESS, LLC","6900 E Camelback Rd Ste 1003 Scottsdale Arizona, USA 85251 866-253-8746","Christin Halvorsen noc@etnastaffing.com P: 480-346-3400 F: 866-222-3083","",""
"DLP99","Dial800","200 W Mercer St E202  Seattle Washington, USA 98119 2018018111","Joe Mullin JoeM@kall8.com P: 2018018111 F:","RingSquared ROC API Support@RouteTrust.com P: 8007013001 F:",""
"DQP99","Telecon Communications Corp","12124 High Tech Ave Suite 100 Orlando Florida, USA 32817 888-389-1400","LaManda Emory lamanda.emory@birch.com P: 478-476-1167 F:","",""
"DWN99","AVOXI","1000 Circle 75 Parkway Suite 500 Atlanta Georgia, USA 30339 770-937-9735","Breanna Layte avoxi-port-out@avoxi.com P: 7709379735 F:","Breanna Layte avoxi-port-out@avoxi.com P: 7709379735 F:","AVOXI provides telecommunications and VoIP solutions including: toll free services, call recording, call termination, Cloud PBXs, call center solutions, toll free and local numbers worldwide, and more."
"DYR99","Bulletins Inc","39252 Winchester Rd #107-259 Murrieta California, USA 92563 714-740-3000","Paul Brooks paul@dialaround.pro P: 714-740-3000 F: 714-740-3000","",""
"EAC99","AT&T Local Network Services","2651 Olive Street  St Louis Michigan, USA 63103 800-544-6317","William Baldwin wb1428@att.com P: 314-658-1507 F: 800-634-2762","",""
"EVW99","Electric Lightwave/Integra Telecom","825 NE Multnomah Suite 500 Portland Oregon, USA 97232 800-622-4354","Jim Retsinas jim.retsinas@integratelecom.com P: 503-953-7530 F: 503-953-7714","","All inquiries should go to enhancedservices@integratelecom.com for quickest reply."
"EWN99","New Network","2502 N. Rocky Point Dr. Suite 860 Tampa Florida, USA 33607 877-667-3463","Benjamin Yates benjamin@RQDQ.com P: 877-667-3463 F: 877-329-4826","",""
"FCC99","Full Service Network","600 Grant St. Ste. 3075 Pittsburgh Pennsylvania, USA 15219 888-327-9115","David E. Schwencke david@fullservicenetwork.com P: 412-745-9000 F: 412-248-7670","",""
"FGC99","Lumen Technologies","1305 E. Algonquin Rd  Arlington Heights Illinois, USA 60005 877-453-8353","Christian Aguilar Christian.Aguilar@lumen.com P: 7208881563 F:","",""
"FHT99","1800FORINFO","24 North Swinton Ave  Delray Beach Florida, USA 33444 561-243-6968","Kirk Joseph inventwow@gmail.com P: 561-243-6968 F: 561-243-8199","",""
"FJT99","First Digital Telecom","90 S 400 West Suite M-100 Salt Lake City Utah, USA 84101 801-456-1000","Mindy Willes mwilles@firstdigital.com P: 801-456-1039 F: 801-456-1010","",""
"FLX99","Frontier Communications","60 Church Street  Gloversville New York, USA 12078 800-308-6527","Celene Campbell celene.campbell@ftr.com P: 805-402-2662 F:","TOLL FREE DEPARTMENT LD.Faxline@ftr.com P: 800-726-3539 F: 518-775-4863","***Frontier is participating in ROC***"
"FUL99","Full Spectrum Telecommunications, Inc.","14175 Icot Blvd Suite 100 Clearwater Florida, USA 33760 727-524-3900","Dan Johnson dan@fullspectrum.net P: 727-524-3900 F: 727-524-3262","",""
"FZF99","FlexTel LLC","2200 SW 10th Street  Deerfield Beach Florida, USA 33442 954-294-2534","Craig Klein flextel@mail.com P: 800-353-9835 F: 888-353-9835","",""
"GCI99","GCI Communication Corp.","2550 Denali St. Suite 1000 Anchorage Alaska, USA 99503 800-770-8725","Lucia Del Rio tollfreeprovisioning@gci.com P: 907-868-6616 F: 907-868-9929","",""
"GDG99","ANI Networks","250 Pilot Rd.  Las Vegas Nevada, USA 89119 702-547-8786","Jeannie DiPuccio smstollfree@aninetworks.com P: 877-264-7264 F:","",""
"GFF99","Televergence Solutions, Inc.","200 N. Westlake Bld Suite 104 Westlake Village California, USA 91362 805-277-0400","David Deutsch ddeutsch@tsicorp.net P: 646-502-4010 F:","",""
"GIC99","Tata Communications Canada Ltd.","1441 Carrie Derrick  Montreal Quebec, Canada H3C 4S9 514-315-1047","Kuldeep Rathore kuldeep.rathore@tatacommunications.com P: 514-315-1047 F: 514-315-1048","",""
"GKL99","Grand Circle Travel","347 Congress Street  Boston Massachusetts, USA 02110 617-346-6825","Kevin Hazzard khazzard@oattravel.com P: 617-346-6488 F:","",""
"GMM99","Globalcom, Inc.","200 E Randolf St Floor 23 Chicago Illinois, USA 60601 312-895-8838","Stacy Reder SREDER@FIRSTCOMM.COM P: 330-835-2336 F: 866-521-3616","",""
"GRP99","Alliance Group Services, Inc.","1221 Post Road  Westport Connecticut, USA 06880 203-221-8700","Mary Ludovicy mary@alliancegrp.com P: 203-221-8700 F: 203-221-8705","",""
"GYC99","iGEM Communications LLC dba Globalgig","1015 Virginia Drive  Fort Washington Pennsylvania, USA 19034 352-505-4155 x 2","Michelle Finnen Michelle.Finnen@globalgig.com P: 352-505-4139 F: 877-294-8848","Michelle Finnen Michelle.Finnen@globalgig.com P: 352-505-4139 F: 877-294-8848","Moved to new HQ location"
"HCN99","National ComTel","9382 Desert Willow Trail  Highlands Ranch Colorado, USA 80129 800-987-0100","Todd McIntyre todd@nationalcomtel.com P: 303-470-9499 F:","",""
"HDS99","Line Systems Inc","1645 West Chester Pike Suite 200 Westchester Pennsylvania, USA 19382 610-355-9700","Stephanie Kasubski skasubski@telesystem.us P: 419-724-3857 F:","Stephanie Kasubski skasubski@telesystem.us P: 419-724-3857 F:",""
"HHG99","Enghouse Interactive Inc.","555 Twin Dolphin Drive  Redwood City California, USA 94059 800-898-1874","Robert Thigpin robert.thigpin@enghouse.com P: 6027892729 F: 650-618-0498","",""
"HOT99","Sigecom","6045 Wedeking Avenue  Evansville Indiana, USA 47715 866-976-7800","Tami Martin tami.martin@wowinc.com P: 706-533-8676 F:","",""
"HQH99","Bodition","332 S Michigan Avenue STE. 1032,  DEPT. S165 Chicago Illinois, USA 60604 872-256-2563","Bernard Sonnenschein mary@bodition.com P: 872-256-2563 F: 312-577-1577","Bernard Sonnenschein mary@bodition.com P: 872-256-2563 F: 312-577-1577","We are NOT using the ROC system"
"HRH99","Teltana","332 S Michigan Avenue STE. 1032,  DEPT. S165 Chicago Illinois, USA 60604 872-256-2563","Bernard Sonnenschein jim@teltana.com P: 872-256-2563 F: 312-577-1577","Bernard Sonnenschein jim@teltana.com P: 872-256-2563 F: 312-577-1577","We are NOT using the ROC system"
"HWK99","Network Comm. International Corp.","606 East Magrill Street  Longview Texas, USA 75601 888-386-3709","Randy Polk randy.polk@ncic.com P: 903-757-4455 1020 F:","",""
"HXT99","Hawaiian Telcom, Inc","1177 Bishop Street A6 Honolulu Hawaii, USA 96813 808-643-4662","Blake Uramoto blake.uramoto@hawaiiantel.com P: 808-546-3663 F: 808-546-8878","",""
"IEO99","IT&E Overseas","1010 S Marine Drive  Tamuning Guam, USA 96913 671-646-8886","Kimberly Gogue kimberly.gogue@itehq.net P: 671-922-4445 F: 671-649-7001","",""
"IJK99","JPMorgan Chase Bank, NA","4200 W. Cypress St Suite 700 Tampa Florida, USA 33607 800-354-8879","Charu Atv charu.atv@jpmorgan.com P: 6142130020 F:","",""
"ILD99","IDS Long Distance","12124 High Tech Avenue Suite 100 Orlanod Florida, USA 32817 866-872-2443","Robin Kendrick-Krind robin.krind@fusionconnect.com P: 478-405-3818 F:","",""
"IMT99","Integra Telecom","825 NE Multnomah St., Suite 1400  Portland Oregon, USA 97232 888-404-4080","Jim Retsinas enhancedservices@integratelecom.com P: 8664538997 F: 503-953-7714","",""
"IOW99","Iowa Communications Network","400 E. 14th St.  Des Moines Oregon, USA 50319 515-725-4793","Patrick Kazeze patrick.kazeze@iowa.gov P: 515-725-4670 F:","",""
"IPT99","IDT Corporation","520 Broad Street 3rd Floor Newark New Jersey, USA 07102 973-438-4320","Gabe Sasso gabe.sasso@idt.net P: 973-438-4320 F:","","Resporg Change Requests are no longer accepted via Fax. Please use ROC or e-mail iap-ops@idt.net"
"ISV99","Aureon","4201 Corporate Drive  West Des Moines Iowa, USA 50266 800-469-4000","Tara Berg tech.customercare@aureon.com P: 800-469-4000 F: 515-830-0125","Customer Care bounceback@somos.com P: 800-469-4000 F: 515-830-0125",""
"IWL99","Kall8","417 Second Ave. W.  Seattle Washington, USA 98119 206-479-2878","Joe Mullin joe.mullin@ringsquared.com P: 2018018111 F:","","Participating in ROC"
"IXC99","Lumen Technologies","1305 E. Algonquin Rd  Arlington Heights Illinois, USA 60005 877-453-8353","Christian Aguilar christian.aguilar@lumen.com P: 7208881563 F:","",""
"IYM99","Intelemedia Communications Inc","500 North Central Expressway Ste 160 Plano Texas, USA 75074 972-994-0700","Corey Geloneck TFNRespOrg@intelemedia.com P: 972-498-9863 F:","Corey Geloneck TFNRespOrg@intelemedia.com P: 972-498-9863 F:","Do NOT email to TFNRespOrg@intelemedia.com unless it's an emergency, for RespOrg Change please use the SOMOS ROC system."
"JFX99","Inteliquent","800 Kensington Suite 204 Missoula Montana, USA 59801 888-511-4434","Mandy Cerise-Richards tollfree@sinch.com P: 888-511-4434 F:","Mandy Cerise-Richards tollfree@sinch.com P: 4065323611 F:",""
"JFT99","Inteliquent","800 Kensington Suite 204 Missoula Montana, USA 59801 888-511-4434","Mandy Cerise-Richards tollfree@sinch.com P: 888-511-4434 F:","Mandy Cerise-Richards tollfree@sinch.com P: 4065323611 F:",""
"JJJ99","Commercial LT Baroda, SA","7801 NW 37th Street  Miami Florida, USA 33166 866-870-7060","George Gutierrez chris@fusionperfect.com P: 866-870-7060 F:","",""
"JLO99","iProbe Multilingual Solutions, Inc.","5 West 36th Suite 402 New York New York, USA 10018 212-489-6035","Julie Setbon setbon@iprobesolutions.com P: 212-489-6035 F: 212-202-4790","",""
"JPM99","Century Interactive","7502 Greenville Ave. #300 Dallas Texas, USA 75231 800-256-3159","Kristina Ross starr@callbox.com P: 800-256-3159 ex 269 F:","",""
"JQN99","Callture, Inc","90 Burnhamthorpe Road West Suite 1004 Mississauga Ontario, Canada L5B 3C3 905-804-9800","Siva Sanmuga resporg@callture.com P: 6472585271 F: 905-804-9888","",""
"JSS99","Lumen Technologies","1305 E Algonquin Rd  Arlington Heights Illinois, USA 60005 877-453-8353","Christian Aguilar christian.aguilar@lumen.com P: 7208881563 F:","",""
"JTN99","Comcast Phone, LLC","1901 S. Meyers Rd. Ste. 700 Oakbrook Terrace Illinois, USA 60181 877-691-8080","Marlena Mack Marlena_Mack@cable.comcast.com P: 720-826-1222 F:","",""
"JVX99","Distributel Communications Limited","177 Nepean St.  Ottawa Ontario, Canada K2P 0B4 613-237-7662","Sarah Reilly tollfree@distributel.ca P: 613-317-7191 F: 613-237-7009","",""
"JYT99","Bandwidth Inc.","2230 BANDMATE WAY  Raleigh North Carolina, USA 27607 no number reported","Melissa Jefferson mjefferson@bandwidth.com P: 5128016409 F:","Bandwidth TollFree tollfree@bandwidth.com P: 8008085150 F:","DO NOT EMAIL FORMS OR STATUS REQUESTS TO PRIMARY CONTACT.  ALL change requests should be sent via ROC. Status inquiries need to be emailed to:   tollfree@bandwidth.com"
"JZZ99","Voip Dialing, Inc","4080 Paradise Rd #15-246 Las Vegas Nevada, USA 89169 877-678-4249","Ben Navon ben@voipdialing.com P: 702-8340000 F: 866-678-4249","Ben Navon ben@voipdialing.com P: 702-8340000 F: 866-678-4249",""
"KJT99","Astro Companies, LLC","11523 Palm Brush Trail  Bradenton Florida, USA 34202 941-600-0333","Mike Ray mike.ray@astrocompanies.com P: 941-600-0207 F: 941-256-9911","",""
"KKM99","C & C Management","9632 Hartford Court  Mobile Alabama, USA 36695 251-633-6990","Jennifer Trujillo jtrottger@gmail.com P: 251-689-8836 F:","",""
"KOK99","Call Delivery Systems, LLC","10940 Wilshire Blvd Suite 1700 Los Angeles California, USA 90024 877-272-2576","Scott Richards trish@calldeliverysystems.com P: 8008884559 F: 800-888-4559","",""
"KSW99","Lumen Technologies","1305 E. Algonquin Rd  Arlington Heights Illinois, USA 60005 877-453-8353","Christian Aguilar christian.aguilar@lumen.com P: 7208881563 F:","",""
"KUB99","Shepher Corporation","16027 Ventura Blvd Ste 400 Encino California, USA 91436 818-700-7000","Ofer Shepher richard@lifealert.com P: 818-700-7000 F: 818-922-3370","",""
"KWN99","Grande Communications Networks, Inc","401 Carlson Circle  San Marcos Texas, USA 78666 800-200-3694","Dave Gray resporg.department@rcn.net P: 512-878-5610 F:","",""
"KZA99","SoVerNet Inc","276 East Allen Suite 2 Winooski Vermont, USA 05404 877-877-2120","Mary Buehrer mbuehrer@firstlight.net P: 6037661052 F: 603-766-0288","",""
"LAM99","Liberty Communications of Puerto Rico LLC","Centennial Plaza 5th Floor Bo. Monacillos, 1000 San Roberto St. Rio Piedras Puerto Rico, USA 00926 787-717-9514","Yolanda Trujillo yolanda.trujillo@libertypr.com P: 787-444-0089 F:","",""
"LGT99","Lumen Technologies","4650 Lakehurst Court  Dublin Ohio, USA 43017 800-860-1020","Christian Aguilar christian.aguilar@lumen.com P: 7208881563 F:","",""
"LIC99","POPP.com","620 Mendelssohn Ave N  Golden Valley Minnesota, USA 55427 763-797-7900","Paula Mertens clientservices@popp.com P: 763-797-7900 F: 763-797-7939","",""
"LOD99","Windstream Communications","5020 Smythe Dr  EVANSVILLE Indiana, USA 47715 864-672-5000","Katie Tan katie.tan@windstream.com P: 585-340-2769 F:","Barbara Bausch barbara.bausch@windstream.com P: 5853402614 F:","All Port Away requests and inquiries must be sent to WCI.8XXReleases@windstream.com or faxed to 330-487-2900. Thank you."
"LPS99","800 Response Information Services LLC","1795 Williston Road, Suite 200  South Burlington Vermont, USA 05403 802-860-0378","Heather Barrows tsdept@800response.com P: 802-383-0816 F: 844-210-1596","","04/14/15 Updated address.

Our fax number has recently changed. When sending us a fax, please use our new fax number. New fax number is 844-210-1596. Thank you!"
"LVC99","Lumen Technologies","1305 E Algonquin Rd  Arlington Hts Illinois, USA 60005 877-453-8353","Christian Aguilar christian.aguilar@lumen.com P: 7208881563 F:","",""
"LYX99","Lynx Telecom LLC.","3022 Chesapeake Circle  South Jordan Utah, USA 84095 801-231-1463","Sean Angeletti sean@angelettienterprises.com P: 801-231-1463 F:","",""
"MET99","MetTel","44 Wall St. FL 14 Manhattan New York, USA 10005 212-607-2000","Gabriel Jarvis tollfree@mettel.net P: 212-359-5383 F: 801-363-2182","",""
"MJC99","Micktel Corp","P.O. Box 262460  San Diego California, USA 92126-2460 858-775-7240","David T. Sprouse davids@micktel.com P: 877-642-5835 F: 561-658-8486","",""
"MNS99","Communication Management Services LLC (CMS)","2650 Camino del Rio N  San Diego California, USA 92108 855-267-1400","Daniel Inderbitzen commmgmtservices@mail.com P: 855-267-1400 F: 844-267-1400","",""
"MOT99","Monmouth Telephone & Telegraph","10 Drs James Parker Blvd Ste 110 Red Bank New Jersey, USA 07701 732-704-1000","David Satterthwaite resporg@monmouth.com P: 732-704-1000 F: 732-704-1012","",""
"MPC99","Mpower Communications","3300 N Cimarron Rd  Las Vegas Nevada, USA 89129 702-310-7994","Tricia Crowder tcrowder@tpx.com P: 800-489-9874 F: 866-829-4423","",""
"MQX99","Misc-Etc","333 S. State Street PMB #213 Lake Oswego Oregon, USA 97034 503-636-1755","Vance Gorke vance.gorke@gmail.com P: 5087892717 F:","",""
"MST99","Verint Americas Inc.","11911 Freedom Drive 1 Fountain Square Suite 1100 Reston Virginia, USA 20190 703-483-1017","Jeannette Purks csi_telecom@verint.com P: 904-466-4116 F:","",""
"MYR99","Mayfair Communication, Inc.","732 Chestnut Street  Philadelphia Pennsylvania, USA 19106 800-629-3247","Ed Dye mayfair@post.com P: 800-629-3247 F: 877-629-3247","Ed Dye mayfair@post.com P: 800-629-3247 F: 877-629-3247",""
"NBR99","FirstLight Fiber","359 Corporate Drive  Portsmouth New Hampshire, USA 03801 603-766-1000","Robert Erwin rerwin@firstlight.net P: 5183801251 F:","Rachel Bolduc rbolduc@firstlight.net P: 603-766-1000 F: 603-610-7799",""
"NCM99","NTS Communications Inc","5307 W. Loop 289  Lubbock Texas, USA 79414 800-658-2150","Shannon Lane shannon.lane@metronet.com P: 806-776-1363 F:","",""
"NEX99","Teliax","21699 E Quincy Ave Unit F -285  Aurora Colorado, USA 80015 888-483-5429","David Aldworth daldworth@teliax.com P: 303-629-8301 F: 866-366-3409","",""
"NKS99","NetworkIP","119 W. Tyler St. Suite 100 Longview Texas, USA 75601 877-638-7762","Larry Chrisman chrisman@networkip.net P: 972-235-7135 F: 903-323-4833","Kevin Lawrence klawrence@networkip.net P: 430-588-7394 F: 903-323-4833",""
"NPH99","Bestline","500 Capital of Texas Hwy North Bldg 8 Suite 200 Austin Texas, USA 78746 800-365-6030","Patrick Connaughton pconnaughton@bestline.net P: 512-328-9095 F:","",""
"NRC99","MTF","250 Pilot Rd. Suite 220 Las Vegas Nevada, USA 89119 702-547-8266","Jeannie DiPuccio jdipuccio@morsetollfree.com P: 7025478266 F:","",""
"NSI99","Network Telephone Services Inc.","21135 Erwin Street  Woodland Hills California, USA 91367 818-227-1130","Connie Binyon cbinyon@nts.net P: 8185943973 F:","",""
"NUM99","Navigata, a division of Bell Canada","300-1550 Alberni Street  Vancouver British Columbia, Canada V6G1A5 604-990-2082","Raquel Esguerra raquel.esguerra@distributel.ca P: 778-724-1457 F:","",""
"OAK99","OnCall RespOrg Svcs","35149 EW 1390  Konawa Oklahoma, USA 74849 800-986-2501","Eddie Sieradzki support@oncallresporgsvcs.com P: 800-986-2501 F: 877-200-5572","",""
"OET99","International Telecommunications Solutions Inc","9000 Sheridan St Suite #7 Pembroke Pines Florida, USA 33024 954-862-2249","George Gutierrez financedept@Dblexchange.com P: 506-210-9900 F: 506-220-2539","",""
"OFT99","Intermetro Communications Inc","2685 Park Center Drive  Simi Valley California, USA 93065 805-433-8000","Chris Fogel chris.fogel@intermetro.net P: 805-433-8000 F: 805-582-1006","",""
"OJB99","Cbeyond Inc","320 Interstate North Parkway SE Suite 300 Atlanta Georgia, USA 30339 866-424-5100","Robin Kendrick-Krind robin.krind@fusionconnect.com P: 478-405-3818 F:","WALTER SIMONTON tollfreeinquiries@fusionconnect.com P: 478-475-9800 X 6187 F:",""
"OSG99","Proximiti Communications, Inc.","205 South Hoover Blvd Suite 300 Tampa Florida, USA 33609 727-821-6565","Zary Ranjandish zary@messagepro.com P: 8007047173 F:","",""
