"ID","Company Name","Company Address","Primary Contact","Change Contact","Notes"
"AUB03","ATLaaS","1375 SE Wilson Ave Ste 125 Bend Oregon, USA 97702 800-508-5200","Carmelita Berquist cberquist@atlc.com P: 800-767-8464 F:","Independent  Resporg outgoing@atlc.com P: 800-PORTING F:","Updated Company Details as per Edge Ticket-INC000000112790-Special Requests AU-Update Company adress"
"BJC03","Broadview Networks","1018 West Ninth Ave  King of Prussia Pennsylvania, USA 19406 800-276-2384","Katie Tan katie.tan@windstream.com P: 585-340-2769 F:","",""
"BZY03","BCMONE","228 East 45th St 12th Floor new York New York, USA 10017 888-543-2000","Adriana Moran csrrequest@bcmone.com P: 212-849-2246 F:","",""
"DBC03","Cincinnati Bell Telephone Company LLC dba altafiber","209 W. 7th Street 9th  Floor Cincinnati Ohio, USA 45202 866-226-3951","Richard Pride richard.pride@cinbell.com P: 513-565-2575 F: 513-621-2660","",""
"EVW03","Electric Lightwave/Integra Telecom","825 NE Multnomah St Suite 1400 Portland Oregon, USA 97232 800-622-4354","Jim Retsinas jim.retsinas@integratelecom.com P: 503-953-7530 F: 503-953-7714","",""
"FCC03","Full Service Network","600 Grant St. Ste. 3075 Pittsburgh Pennsylvania, USA 15219 888-327-9115","David E. Schwencke david@fullservicenetwork.com P: 412-745-9000 F: 412-248-7670","",""
"GDG03","ANI Networks","250 Pilot Rd.  Las Vegas Nevada, USA 89119 702-547-8786","Jeannie DiPuccio smstollfree@aninetworks.com P: 877-264-7264 F:","",""
"GFF03","Televergence Solutions, Inc.","424 Church St Suite 2000 Nashville Tennessee, USA 37219 800-286-1700","David Deutsch ddeutsch@tsicorp.net P: 646-502-4010 F:","Toll Free Helpdesk tollfree@tsicorp.net P: 6465024010 F:",""
"GFU03","Televergence Solutions, Inc.","424 Church St Suite 2000 Nashville Tennessee, USA 37219 800-286-1700","David Deutsch ddeutsch@tsicorp.net P: 646-502-4010 F:","Toll Free Helpdesk tollfree@tsicorp.net P: 6465024010 F:",""
"GFD03","Televergence Solutions, Inc.","424 Church St Suite 2000 Nashville Tennessee, USA 37219 800-286-1700","David Deutsch ddeutsch@tsicorp.net P: 646-502-4010 F:","Toll Free Helpdesk tollfree@tsicorp.net P: 6465024010 F:",""
"GFT03","Televergence Solutions, Inc.","424 Church St Suite 2000 Nashville Tennessee, USA 37219 800-286-1700","David Deutsch ddeutsch@tsicorp.net P: 646-502-4010 F:","Toll Free Helpdesk tollfree@tsicorp.net P: 6465024010 F:",""
"GRP03","Alliance Group Services, Inc.","1221 Post Road  Westport Connecticut, USA 06880 203-221-8700","Mary Ludovicy mary@alliancegrp.com P: 203-221-8700 F: 203-221-8705","",""
"IWL03","Kall8","417 Second Ave. W.  Seattle Washington, USA 98119 206-479-2878","Joe Mullin joe.mullin@ringsquared.com P: 2018018111 F:","","Participating in ROC"
"JZJ03","Voip Dialing, Inc","14320 Ventura Blvd #435 Sherman Oaks California, USA 91423 877-678-4249","Ben Navon ben@voipdialing.com P: 702-8340000 F: 866-678-4249","",""
"KSW03","Lumen Technologies","1305 E. Algonquin Rd  Arlington Heights Illinois, USA 60005 877-453-8353","Christian Aguilar christian.aguilar@lumen.com P: 7208881563 F:","",""
"LOD03","Windstream Communications","5020 Smythe Dr  EVANSVILLE Indiana, USA 47715 864-672-5000","Katie Tan katie.tan@windstream.com P: 585-340-2769 F:","Barbara Bausch barbara.bausch@windstream.com P: 5853402614 F:","All Port Away requests and inquiries must be sent to WCI.8XXReleases@windstream.com or faxed to 330-487-2900. Thank you."
"OAK03","OnCall RespOrg Svcs","35149 EW 1390  Endicott New York, USA 13760 800-986-2501","Eddie Sieradzki support@oncallresporgsvcs.com P: 800-986-2501 F: 877-200-5572","",""
"OJB03","Cbeyond Inc","320 Interstate North Parkway SE Suite 300 Atlanta Georgia, USA 30339 866-424-5100","Robin Kendrick-Krind robin.krind@fusionconnect.com P: 478-405-3818 F:","WALTER SIMONTON tollfreeinquiries@fusionconnect.com P: 478-475-9800 X 6187 F:",""
"OUR03","CallSource","33280 Oak Crest Drive  Westlake Village California, USA 91361 888-763-6200","Randy Howell rhowell@callsource.com P: 8186734746 F:","",""
"PKC03","Paetec Communications","600 Willowbrook Office Park  Fairport New York, USA 14450 877-340-2555","Katie Tan katie.tan@windstream.com P: 585-340-2769 F:","Cheryl Pecorella WCI.8XXReleases@windstream.com P: 330-487-2900 F: 330-487-2900","All Resporg Change Requests and Inquiries must be sent to WCI.8XXReleases@windstream.com, or faxed to 330-487-2900. Thank you."
"RHL03","Porting.com DBA ATLaaS","1285 West Broadway  Vancouver British Columbia, Canada V6H 3X8 323-230-4092","Sara Hutchinson shutchinson@numhub.com P: 800porting F: 541-593-2090","",""
"RLC03","Rogers Communications Canada Inc.","2235 Sheppard Avenue East Atria II Suite 600 Toronto Ontario, Canada M2J 5G1 800-496-4401","Abhinav Ghimire Abhinav.Ghimire@rci.rogers.com P: 3688879028 F:","",""
"TIN03","Primus Telecommunications/Fusion Connect","210 Interstate North Parkway Suite 200 Atlanta Georgia, USA 30339 800-899-1085","Robin Krind robin.krind@fusionconnect.com P: 478-405-3818 F:","Robin Krind robin.krind@fusionconnect.com P: 478-405-3818 F:","Port requests must be submitted via ROC"
"TUI03","Hypercube Networks, LLC","603 Munger Ave.  Suite 300  Dallas Texas, USA 75039 8886465227","Brandy Melton brandy.melton@46labs.com P: 2562763774 F:","Brandy Melton brandy.melton@46labs.com P: 2562763774 F:",""
"BCU03","Incontact Inc.","7730 S Union Park Avenue STE 500 Midvale Utah, USA 84047 800-363-6177","Jenny Sheppick provisioninggroupmailbox@nice.com P: 801-320-3447 F:","",""
"BGE03","The Business Edge Group","1633 McKinley Avenue  North Brunswick New Jersey, USA 08902 732-207-7435","SHELDON KASS sk@justcalling.us P: 732 789-3570 F:","",""
"DJK03","TNCI","2 Charlesgate West  Boston Massachusetts, USA 02215 8886465227","Brandy Melton brandy.melton@46labs.com P: 4695877137 F:","",""
"FPE03","Opentext Inc","100 Tormee Drive  Tinton Falls New Jersey, USA 07712 877-490-3185","Lori Cooke lsantiag@opentext.com P: 7326523647 F:","",""
"LDD03","Verizon Business","6400 Weston Pkwy  Cary North Carolina, USA 27540 800-828-4984","Leslie Tangeman-Beeson leslie.m.beeson@verizon.com P: 919-378-3658 F:","",""
"OOZ03","Inteliquent","3130 Pleasant Run  Springfield Illinois, USA 62711 8886622497","Mandy Cerise-Richards tollfreenotify@inteliquent.com P: 888-511-4434 Opt. 3 F:","ROC Admin tollfreenotify@inteliquent.com P: 4065323611 F:",""
"PQC03","Intelliverse","5900 Windward Parkway  Atlanta Georgia, USA 30005 770-663-5061","David Godlewski david.godlewski@intelliverse.com P: 770-663-5072 F: 770-663-5081","",""
"RUN03","World Wide Telegraph","10940 Wilshire Blvd Suite 1700 Los Angeles California, USA 90024 877-272-2576","Joe Mullin JoeM@kall8.com P: 8007943891 F:","Michelle Wittenborn michelle@customtollfree.com P: 8772722576 F:",""
"TNT03","Incontact Inc.","7730 S Union Park Avenue STE 500 Midvale Utah, USA 84047 800-363-6177","Craig Patten craig.patten@incontact.com P: 8013203267 F: 800-310-6325","",""
"VZL03","Verizon Business","6400 Weston Parkway  Cary North Carolina, USA 27540 800-828-4984","Leslie Tangeman-Beeson leslie.m.beeson@verizon.com P: 800-624-5677 F:","Toll free R Ro-escalate@verizon.com P: 800-624-5677 F: 866-379-0159",""
"YHN03","800ForAll.com","270 Davidson Avenue  Somerset New Jersey, USA 08873 732-356-6999","Melissa Avery mavery@iconectiv.com P: 732-699-4806 F:","Change Contact smschange@iconectiv.com P: 7326994919 F:",""
"ZNS03","Matrix Business Technologies","433 E. Las Colinas Blvd Suite 400 Irving Texas, USA 75039 800-308-4653","Ardelia Burse Ardelia.Burse@excel.com P: 972-910-1837 F: 866-425-4877","",""
"RSA03","AccessLine Communications Corp.","3310 146th Place SE  Bellevue Washington, USA 98007 206-654-9904","Mat Sutherland MSutherland@accessline.com P: 425-748-8335 F:","Claire Russell tfprocessing@intermedia.com P: 206-381-2026 F:","Effective 6-30 we will be accepting ROC requests via the FCC Mandate.
Status requests should be emailed to tfprocessing@accessline.com."
"KWN03","Grande Communications Networks, Inc","401 Carlson Circle  San Marcos Texas, USA 78666 800-200-3694","Dave Gray resporg.department@rcn.net P: 512-878-5610 F:","",""
"KHJ03","Unavo","24814 SR 54  Lutz Florida, USA 33559 813-442-3034","JJ Kareem A. Jones resporg@resporgportal.com P: 855-673-7767 F: 866-805-3241","",""
"BRD03","Somos, Inc.","Two Tower Center Blvd 20th Floor East Brunswick New Jersey, USA 08816 844-HEY-SOMOS Option 1","John Carpenter jcarpenter@somos.com P: 844.HEY.SOMOS Option 1 F:","",""
"VTC03","Veracity Communications, Inc","744 North 300 west  Provo Utah, USA 84601 801-437-5708","Amanda McCauley amanda.mccauley@firstdigital.com P: 801-437-6558 F:","",""
"QZA03","Resporgs.com","2517 Rt 44  Salt Point New York, USA 12578 800-627-5383","Bill Quimby billquimby@billquimby.net P: 800-627-5383 x800 F: 800-329-0095","",""
"OMM03","Hypercube Networks, LLC","603 Munger Ave Suite 300 Suite 300 Dallas Texas, USA 75202 8886465227","Brandy Melton Brandy.Melton@46labs.com P: 4695877137 F:","8XX 8XX numbers@46labs.com P: 4697271640 F:","Now accepting ROC requests"
"LGT03","Lumen Technologies","4750 Lakehurst Court  Dublin Ohio, USA 43016 800-860-1020","Christian Aguilar christian.aguilar@lumen.com P: 7208881563 F:","","This is for DELTA ONLY.  
Do not create LGT03 in production.  
This form is only being submitted in order to get LGT03 to populate on the MGI Adminstration screen for the Test Environment."
"KDB03","Airespring Inc","6060 sepulveda blvd  Van Nuys California, USA 91411 8187868990","Jennifer Gemmell jen.gemmell@airespring.com P: 818-738-1992 F:","","TO CHECK STATUS PLEASE CALL 8187868990 X 277 Please send port out requests directly to tollfree@airespring.com"
"OQL03","FoxTel Telecom LLC","3558 Round Barn Blvd Suite 200 Santa Rosa California, USA 95403 877-369-8355","Alanna Grecco agreco@foxteltelecom.com P: 877-369-8355 F:","",""
"RYT03","FoxTel Telecom LLC","3558 Round Barn Blvd Suite 200 Santa Rosa California, USA 95403 877-369-8355","Alanna Grecco agreco@foxteltelecom.com P: 877-369-8355 F:","",""
"XNW03","Nuwave Resp Org, LLC","8275 S Eastern Ave Suite 200 Las Vegas Nevada, USA 89123 888-368-9283","Mark Bunnell provteam@nuwave.com P: 702-423-4372 F: 702-446-0431","","Please send all change requests to resporg@nuwave.com"
"JNL03","Interactivetel","15201 Mason Rd Suite 1000-222 Cypress Texas, USA 77433 8882900038","Brian Futrell brianfutrell@callrevu.com P: 6095034343 F:","Micah Rutherford mrutherford@interactivetel.com P: 2813442471 F:",""
"MQX03","Misc-Etc","333 S State St. # 213 Lake Oswego Oregon, USA 97034 8882629464 x123","Vance Gorke vance.gorke@gmail.com P: 5087892717 F:","",""
"XBA03","THE Telco","40960 California Oaks Rd Suite #274 Murrieta California, USA 92562 951-900-0000","Greg Fernandez greg@thetelco.com P: 9499000000 F:","",""
"IVN03","XO Communications, LLC a Verizon Company","9100 SW Nimbus Ave  Beaverton Oregon, USA 97008 503-972-6863","Jody DeChristopher jody.l.dechristopher@verizon.com P: 503-403-5473 F:","",""
"CHP03","Convirza","138 East 12300 South Suite C, Box 115 Draper Utah, USA 84020 3856953251","Jeremiah Wilson jwilson@convirza.com P: 435-705-1600 F:","",""
"ACC03","PAETEC Communications/McLEODUSA/Access Long Distance","1814 W. Tacoma St  Broken Arrow Oklahoma, USA 74012 877-340-2555","Katie Tan katie.tan@windstream.com P: 585-340-2769 F:","",""
"GAL03","Comet Media Inc","1201 N. Orange Street  Wilmongton Delaware, USA 19801 800-484-9670","Samuel Sudderth support@cometcalls.com P: 18004849670 F:","",""
"AUC03","ATLaaS","1375 SE Wilson Ave Ste 125 Bend Oregon, USA 97702 8005085200","Carmelita Berquist cberquist@atlc.com P: 800-767-8464 F:","Independent  Resporg outgoing@atlc.com P: 800-PORTING F:","Updated Company Details as per Edge Ticket-INC000000112790-Special Requests AU-Update Company adress"
"ABC03","FoxTel Telecom LLC","3558 Round Barn Blvd Suite 200 Santa Rosa California, USA 95403 877-369-8355","Alanna Grecco agreco@foxteltelecom.com P: 877-369-8355 F:","",""
"RZT03","RouteTrust","801 Barton Springs Road 9th Floor austin Texas, USA 78704 8007013001","Michael Rothchild mike@routetrust.com P: 832-651-9972 F:","RouteTrust API support@routetrust.com P: 8007013001 F:",""
"UVT03","Intelepeer","855 SW 78th Avenue Suite C200 Plantation Florida, USA 33324 9546716500","Robyn Helgren rhelgren@intelepeer.com P: 720-889-9556 F:","","We are now only accepting requests via ROC."
"RUC03","World Wide Telegraph","10940 Wilshire Blvd Suite 1700 Los Angeles California, USA 90024 800-998-4463","Joe Mullin JoeM@kall8.com P: 8007943891 F:","",""
"EPP03","iconectiv - Advanced Routing Technologies","285 Davidson Avenue Suite 103 Somerset New Jersey, USA 08873 732-356-6999","Melissa Avery mavery@iconectiv.com P: 732-699-4806 F:","",""
"GJK03","VIPGeek LLC","207 E. Ohio Street Suite 439  Chicago Illinois, USA 60611 312-600-4000","Raymond Rothschild ray@bizwi.com P: 9048508888 F:","Raymond Rothschild ray@bizwi.com P: 9048508888 F:",""
"RZA03","RouteTrust","801 Barton Springs Road 9th Floor Austin Texas, USA 78704 8007013001","Michael Rothchild mike@routetrust.com P: 832-651-9972 F:","RouteTrust Support support@routetrust.com P: 800-701-3001 F:","Customer Account"
"WLS03","BCM One, Inc.","12350 NW 39th St  Coral Springs Florida, USA 33065 9542271700","Jamaica Ongtawco jongtawco@bcmone.com P: 9548004841 F:","",""
"SSC03","DM2 LLC","207 E. Ohio Street Suite 439  Chicago Illinois, USA 60611 8053219999","Daryl Morgan daryl@callhavenpartners.com P: 3107797380 F:","Daryl Morgan daryl@callhavenpartners.com P: 3107797380 F:",""
"KOK03","Call Delivery Systems, LLC","10940 Wilshire Blvd., Floor 17  Los Angeles California, USA 90024 3102739023","Scott Richards trish@calldeliverysystems.com P: 8008884559 F: 800-888-4559","Scott Richards trish@calldeliverysystems.com P: 8008884559 F: 800-888-4559",""
"PJP03","Porting.com DBA ATLaaS","1375 SE Wilson Ave Ste 125 Bend Oregon, USA 97702 844-468-6482","Independent Resporg scleland@atlc.com P: 844-468-6482 F: 541-593-2090","Independent Resporg scleland@atlc.com P: 844-468-6482 F: 541-593-2090","Updated Company Details as per Edge Ticket-INC000000112790-Special Requests AU-Update Company adress"
"RY030","FoxTel Telecom LLC","3558 Round Barn Blvd Suite 200 Santa Rosa California, USA 95403 877-369-8355","Alanna Grecco agreco@foxteltelecom.com P: 877-369-8355 F:","Alanna Grecco agreco@foxteltelecom.com P: 877-369-8355 F:",""
"TWI03","Twilio Inc","375 Beale St, Ste. 300  San Francisco California, USA 94105 8009427738","Colin Johnson cojohnson@twilio.com P: 844-552-6546 F:","Danielle Alvernaz TollFreeRequests@twilio.com P: 3159675089 F:",""
"SXC03","LogMeIn Audio, LLC.","320 Summer Street  Boston Massachusetts, USA 02210 984-222-7410","Erzsebet Csabai-Paska erzsebet.csabai-paska@logmein.com P: 8056902399 F:","ROC Approvals roc-approvals@logmein.com P: 9842227410 F:",""
"LQX03","Inteliquent, Inc.","550 W. Adams St. Suite 900 Chicago Illinois, USA 60661 866-388-7258","Mandy Cerise-Richards tollfree@sinch.com P: 4065323611 F:","Mandy Cerise-Richards tollfree@sinch.com P: 4065323611 F:",""
"NEC03","Teliax","21699 E Quincy Ave Unit F -285  Aurora Colorado, USA 80015 888-483-5429","David Aldworth daldworth@teliax.com P: 303-629-8301 F: 866-366-3409","",""
"AUD03","ATLaaS","1375 SE Wilson Ave Ste 125 Bend Oregon, USA 97702 800-767-8464","Carmelita Berquist cberquist@atlc.com P: 800-767-8464 F:","Independent  Resporg outgoing@atlc.com P: 800-PORTING F:","Updated Company Details as per Edge Ticket-INC000000112790-Special Requests AU-Update Company adress"
"YAR03","BT Americas Inc.","115 Newport Ave  Quincy Massachusetts, USA 02171 8572843724","Wilfredo Rodriguez wil.rodriguez@bt.com P: 617-237-4922 F: 617-237-4401","",""
"UXC03","Zayo","5160 Orbitor Drive  Mississauga Ontario, Canada M5V3G2 800-200-7222","Stephen Catane stephen.catane@zayo.com P: 416-644-9726 F:","Sherry Goeller sherry.goeller@zayo.com P: 416-642-4004 F: 999-999-9999","Please create a new RESPORG for Allstream, we would like to have UXC03. Sherry Goeller 888-561-5091"
"HTC03","Beta Texting LLC","1S132 Summit Ave Suite  Oakbrook Terrace Illinois, USA 60181 310-779-7380","Daryl Morgan daryl@callhavenpartners.com P: 3107797380 F:","",""
"WKE03","Granite Telecommunications LLC","150 Newport Ave  Quincy Massachusetts, USA 02171 6178374608","Gregory Geis GGeis@granitenet.com P: 6178374608 F:","",""
"NVT03","Ringsquared","3001 Dallas Parkway Suite 610 Frisco Texas, USA 75034 844-462-4625","Juan Mendoza juan.mendoza@ringsquared.com P: 210-698-8005 F: 210-349-7562","",""
"FOX03","FoxTel Telecom LLC","3558 Round Barn Blvd Suite 200 Santa Rosa California, USA 95403 877-369-8355","Alanna Grecco agreco@foxteltelecom.com P: 877-369-8355 F:","Alanna Grecco agreco@foxteltelecom.com P: 877-369-8355 F:",""
"WNM03","Warning Communications Inc.","510 E. University Drive, #3517  Tempe Arizona, USA 85281 6022284486","Jay Carpenter rjaycarpenter@gmail.com P: 602-228-4486 F:","Jay Carpenter rjaycarpenter@gmail.com P: 602-228-4486 F:",""
"HVN03","Call Haven Partners","1070 Country Club Drive Unit A  Simi Valley California, USA 93065 310-779-7380","Daryl Morgan daryl@callhavenpartners.com P: 310-779-7380 F:","Daryl Morgan daryl.morgan1@gmail.com P: 310-779-7380 F:",""
"NEX03","Teliax","21699 E Quincy Ave F-286  Aurora Colorado, USA 80015 8884835429","David Aldworth daldworth@teliax.com P: 303-629-8301 F: 866-366-3409","Doug Davis doug.davis@teliax.com P: 7207081858 F:","SnapComm"
"TTA03","800 Toll-Free Now LLC","1701 N JONES AVE STE 1088  Las Vegas Nevada, USA 89708 323-600-7787","Ricky Keele ricky.keele@gmail.com P: 727-200-8240 F:","Ricky Keele ricky.keele@gmail.com P: 727-200-8240 F:",""
"XQG03","DIPVTEL LLC","5230 Land O Lakes Blvd #491  Land O Lakes Florida, USA 34639 866-952-5060","Ricky Keele ricky.keele@gmail.com P: 7272008240 F:","Resporg Services resporg@dipvtel.com P: 866-898-2540 F:",""
"QDP03","TollFreePhone.com","1070 Country Club Drive Unit A  Simi Valley California, USA 93065 310-779-7380","Dan Miller Dan@DDMEDIA.com P: 213-700-0000 F:","Daryl Morgan daryl.morgan1@gmail.com P: 3107797380 F:",""
"AUE03","ATLaaS","9450 SW Gemini Dr PMB 99633 Beaverton Oregon, USA 97008 5415932900","Carmelita Berquist cberquist@atlc.com P: 800-767-8464 F:","Carmelita Berquist cberquist@numhub.com P: 8007678464 F:",""
"EJA03","Resporg Services, LLC","5230 Land O Lakes Blvd #491  Land O Lakes Florida, USA 34639 844-892-8655","RICKY Keele ricky.keele@gmail.com P: 17272008240 F:","CPS PROD2 regulatory@dipvtel.com P: 8443478835 F:",""
"PNN03","Peerless Network, Inc.","433 W VAN BUREN  CHICAGO Illinois, USA 60606 8886627757","Bianca Hillsman voicetollfreeorders@infobip.com P: 3126674869 F: 312-506-0931","Bianca Hillsman voicetollfreeorders@infobip.com P: 3126674869 F: 312-506-0931",""
"VSY03","Voxtelesys, LLC","509 25th ave N  Fargo North Dakota, USA 58102 vsy03create","Bruce Burke bruce@voxtelesys.com P: 7012648100 F:","Kevin Burke kevin@voxtelesys.com P: 701-264-8300 F:","MB RO for WST/46L Migration"
"RBI03","RingCentral, Inc.","20 Davis Dr.  Belmont California, USA 94002 20250314002","Phillip Davila phillip.davila@ringcentral.com P: 7209905631 F: 720-990-5631","",""
