"ID","Company Name","Company Address","Primary Contact","Change Contact","Notes"
"ABC01","FoxTel Telecom LLC","3558 Round Barn Blvd Suite 200 Santa Rosa California, USA 95403 877-369-8355","Alanna Grecco agreco@foxteltelecom.com P: 877-369-8355 F:","Alanna Grecco agreco@foxteltelecom.com P: 877-369-8355 F:",""
"NSI01","Network Telephone Services Inc.","21135 Erwin Street  Woodland Hills California, USA 91367 818-227-1130","Connie Binyon cbinyon@nts.net P: 8185943973 F:","",""
"RTI01","Point Telecom Inc","3905 State Street Suite 7-502 Santa Barbara California, USA 93105 818-489-4600","Kim Crowther crowther.kim@gmail.com P: 818-489-4600 F: 805-367-7569","Kim Crowther crowther.kim@gmail.com P: 818-489-4600 F: 805-367-7569",""
"RUC01","World Wide Telegraph","10940 Wilshire Blvd Suite 1700 Los Angeles California, USA 90024 877-272-2576","Joe Mullin JoeM@kall8.com P: 8007943891 F:","Michelle Wittenborn michelle@customtollfree.com P: 8772722576 F:",""
"AYL01","Trevica, LLC /Vaco","555 Bryant Street #565  Palo Alto California, USA 94301 8182271130","Connie Binyon cbinyon@nts.net P: 8185943973 F:","",""
"CAB01","Wavecom Solutions","1177 Bishop Street Accounts Payable Honolulu Hawaii, USA 96813 800-733-5638","Hoolu Cravalho hoolu.cravalho@hawaiiantel.com P: 8085463085 F:","Wavecom Portout portouts@wavecomsolutions.com P: 8087913000 F:",""
"PZC01","Telepacific Communications","515 S. Flower Street #4900 Los Angeles California, USA 90071-2220 877-487-8722","Tricia Crowder tcrowder@tpx.com P: 702 316-6630 F: 866-829-4423","","ALL RESPORG CHANGES MUST SUBMITTED THROUGH ROC/SOMOS
FOR STATUS REQUESTS for RESPORG CHANGES,PLEASE CALL 213-223-4446.
ALL RESPORG REJECTS MUST BE FAXED TO: 866-829-4423.
USING ROC"
"CMT01","Acceris Communications Partners","9530 Padgett Street Suite 101  San Diego California, USA 92126 866-953-0410","Karen Lyons klyons@acceris.com P: 330-835-2471 F:","",""
"WDE01","Nation Wide 800","7150 East Camelback Road  Scottsdale Arizona, USA 85251 833-876-2846","Daniel Inderbitzen dinderbitzen@nationwidetelcom.com P: 833-876-2846 F: 833-226-2846","Daniel Inderbitzen dinderbitzen@nationwidetelcom.com P: 833-876-2846 F: 833-226-2846",""
"JON01","800 Ideas.com, Inc.","4562 Georgia St. #12 San Diego California, USA 92116 858-565-4000","Rich Jones richj@800ideas.com P: 888-433-2710 F: 619-269-0364","Rich Jones richj@800ideas.com P: 888-433-2710 F: 619-269-0364",""
"DLP01","Dial800","10940 Wilshire Blvd 17th Floor Los Angeles California, USA 90024 800-342-5800","Joe Mullin JoeM@kall8.com P: 2018018111 F:","RingSquared ROC API Support@RouteTrust.com P: 8007013001 F:",""
"EAC01","AT&T Local Network Services","2651 Olive Street  St Louis Missouri, USA 63103 800-544-6317","William Baldwin wb1428@att.com P: 314-658-1507 F: 800-634-2762","William Baldwin wb1428@att.com P: 314-658-1507 F: 800-634-2762",""
"TSH01","Telcom Affiliates Inc.","401 W Swallow  Ft. Collins Colorado, USA 80526 800-754-1001","Loren Stocker loren@800.net P: 858-792-5000 F: 858-792-8888","Lisa Evans bounceback@somos.com P: 970-226-2999 F: 970-226-4568",""
"ULD01","Lumen Technologies","155 Apollo Rd  Montrose Colorado, USA 81401 888-878-5301","Christian Aguliar christian.aguilar@lumen.com P: 7208881563 F:","Pamela Cox pam.cox@lumen.com P: 380-206-5223 F: 877-232-3273","ULD02 only accepts port out requests via fax, 877-272-3273.  For status of a ULD02 port out call 800-860-7300. Do not send ULD02 port out requests to Leslee Strohm."
"INF01","Lumen Technologies","Summit Place1, 2342 Technology Drive  O'Fallon Missouri, USA 63368 877-453-8353","Christian Aguilar christian.aguilar@lumen.com P: 7208881593 F:","tw Telecom wcgsms800@centurylink.com P: 877-864-2309 F:",""
"LVC01","Lumen Technologies","1025 Eldorado Blvd.  Broomfield Colorado, USA 80021 877-453-8353","Christian Aguilar christian.aguilar@lumen.com P: 7208881563 F:","Brian Berg brian.berg@lumen.com P: 847-954-8293 F:",""
"BBT01","Toll-Less.com","51 Ford Rd.  westport Connecticut, USA 06880 475-999-1557","Andrew Snow tollless@aol.com P: 2033410408 F: 484-726-6414","Andrew Snow tollless@aol.com P: 2033410408 F: 484-726-6414",""
"GRP01","Alliance Group Services, Inc.","1221 Post Road East  Westport Connecticut, USA 06880 203-221-8700","Mary Ludovicy mary@alliancegrp.com P: 203-221-8700 F: 203-221-8705","Mary Ludovicy mary@alliancegrp.com P: 203-221-8700 F: 203-221-8705","PLEASE NOTE ALL PORT REQUESTS MUST BE SENT TO tollfree@alliancegrp.com
ANY PROJECT PORTS (10#'S OR MORE) PLEASE PUT IN AN EXCEL SPREADSHEET AND SEND TO tollfree@alliancegrp.com"
"ILD01","IDS Long Distance","4885 Riverside Dr, Suite 304  Macon Georgia, USA 31210 888-772-4724","Robin Kendrick-Krind robin.krind@fusionconnect.com P: 478-405-3818 F:","Robin Kendrick-Krind robin.krind@fusionconnect.com P: 478-405-3818 F:","****PLEASE SUBMIT RESP ORG CHANGE REQUESTS VIA OUR WEBSITE AT WWW.BIRCH.COM AND CLICK ON THE BUSINESS RELATIONS LINK AT THE BOTTOM.  THANKS ***"
"EWN01","New Network","17904 Havenview Lane  Lutz Florida, USA 33558 877-667-3463","Benjamin Yates benjamin@RQDQ.com P: 877-667-3463 F: 877-329-4826","Benjamin Yates benjamin@RQDQ.com P: 877-667-3463 F: 877-329-4826",""
"BQT01","Business Telecommunication Services","2620 SW 27TH Avenue  Miami Florida, USA 33133 305-358-5850","Luis Latouche llatouche@bts.io P: 305-358-5850 F: 305-358-5848","","Please take note of our new address since 2006

Thanks,"
"TIN01","Primus Telecommunications","210 Interstate North Parkway Suit 200 Atlanta Georgia, USA 30339 866-424-5100","Robin Krind robin.krind@fusionconnect.com P: 478-405-3818 F:","Robin Krind robin.krind@fusionconnect.com P: 478-405-3818 F:","Port requests must be sent via ROC"
"SOE01","Signal One Inc.","3183 E. Warm Springs Road Suite #200 Las Vegas Nevada, USA 89120 855-258-7400","James Jordan jjordan@soe01.com P: 855-258-7400 F: 855-258-7500","James Jordan jjordan@soe01.com P: 855-258-7400 F: 855-258-7500",""
"FUL01","Full Spectrum Telecommunications, Inc.","14175 Icot Blvd.  Clearwater Florida, USA 33760 727-524-3900","Dan Johnson dan@fullspectrum.net P: 727-524-3900 F: 727-524-3262","dan johnson dan@fullspectrum.net P: 727-524-3900 F:",""
"ZNS01","Matrix Business Technologies","433 Las Colinas Blvd. Suite 400 Irving Texas, USA 75031 8003084653","Ardelia Burse Ardelia.Burse@excel.com P: 972-910-1837 F: 866-425-4877","",""
"DPT01","IVR Technology Group, Inc.","2350 N Forest Road Suite 35B Getzville New York, USA 14068 7162502800 x210","Jesse Becker ROC@ivrtechnology.com P: 716-250-2800, ext 210 F: 716-249-3317","Jesse Becker ROC@ivrtechnology.com P: 716-250-2800, ext 210 F: 716-249-3317",""
"RMI01","WIMACTEL INC","13535 I CIRCLE  OMAHA Nebraska, USA 68137 800-226-2606","Eugene Nachareun enachareun@viiz.com P: 4037761610 F:","Robin Collins bounceback@somos.com P: 403-476-0031 F: 800-361-0412",""
"WUP01","Wake Up Inc c/o Air One Inc.","2870 Peachtree Road #  115 Atlanta Georgia, USA 30305 404-365-0800","John M. Lee johnmlee5000@gmail.com P: 404-365-0800 F:","Diana Hoskins Johnmlee5000@gmail.com P: 404-365-0800 F:",""
"PQC01","Intelliverse","5900 Windward Parkway Suite 500 Atlanta Georgia, USA 30005 770-663-5066","David Godlewski david.godlewski@intelliverse.com P: 770-663-5072 F: 770-663-5081","David Godlewski david.godlewski@intelliverse.com P: 770-663-5072 F: 770-663-5081",""
"IEO01","IT&E Overseas","1010 South Marine Drive  Tamuning Guam, USA 96913 671-646-8886","Kimberly Gogue kimberly.gogue@itehq.net P: 671-922-4445 F: 671-649-7001","",""
"IOW01","Iowa Communications Network","400 E. 14th St.  Des Moines Iowa, USA 50319 515-725-4793","Patrick Kazeze patrick.kazeze@iowa.gov P: 515-725-4670 F:","",""
"ISV01","Aureon","7760 Office Plaza Drive South  West Des Moines Iowa, USA 50266-0110 800-469-4000","Tara Berg tech.customercare@aureon.com P: 800-469-4000 F: 515-830-0125","Customer Care bounceback@somos.com P: 800-469-4000 F: 515-830-0125",""
"WOM01","Word of Mouth Communications","2070 Green Bay Rd #222 Highland Park Illinois, USA 60035 847-926-4444","Sue Cohn mrtollfree@gmail.com P: 847-845-3456 F:","Sue Cohn mrtollfree@gmail.com P: 847-845-3456 F:",""
"GMM01","Globalcom, Inc.","200 E Randolph  Chicago Illinois, USA 60606 312-895-8838","Stacy Reder SREDER@FIRSTCOMM.COM P: 330-835-2336 F: 866-521-3616","RespOrg Group smsprov@firstcomm.com P: 3128930155 F: 312-334-3203",""
"FGC01","Lumen Technologies","1305 E. Algonquin Rd  Arlington Heights Illinois, USA 60005 877-453-8353","Christian Aguilar Christian.Aguilar@lumen.com P: 7208881563 F:","BRIAN BERG brian.berg@lumen.com P: 847-954-8293 F:",""
"VAN01","Vanity International","122 15th Street #2004  Del mar California, USA 92014 858-792-5000","Loren Stocker Loren@800.Net P: 800-438-8264 F:","Loren Stocker Loren@800.Net P: 800-438-8264 F:",""
"LOD01","Windstream Communications","301 North Main Street Suite 5000 Greenville South Carolina, USA 29601 800-600-5050","Katie Tan katie.tan@windstream.com P: 585-340-2769 F:","Rita Scotto RITA.SCOTTO@WINDSTREAM.COM P: 5856136638 F:","All Port Away requests and inquiries must be sent to WCI.8XXReleases@windstream.com or faxed to 330-487-2900. Thank you."
"VLK01","Birch Communications Inc.","140 Gateway Dr. Ste A Macon Georgia, USA 31210 888-803-7378","Robin Kendrick-Krind robin.krind@fusionconnect.com P: 4784053818 F:","Walter Simonton tollfreeinquiries@birch.com P: 888-275-0777 x 6187 F:",""
"UDI01","Lightyear Network Solutions, LLC","9410 Bunsen Parkway suite 250  Louisville Kentucky, USA 40220 888-803-7378 x 6036","Robin Kendrick robin.krind@fusionconnect.com P: 478-405-3818 F:","Curtisa Shinholster tollfreeinquiries@fusionconnect.com P: 478-476-7956 F:",""
"EET01","Advanced Tel. Inc.","913 South Burnside Ave.  Gonzales Louisiana, USA 70737 800-621-4211","Tiffany Riley tiffany.riley@letsrev.com P: 225-743-7028 F: 225-647-7999","Tiffany Riley tiffany.riley@letsrev.com P: 225-743-7028 F: 225-647-7999",""
"PLG01","Pilgrim Telephone Inc.","405 Waltham Street PMB 340  Lexington Massachusetts, USA 02421 617-225-7000","Scott Yacino scotty@pilgrim.com P: 617-374-3220 F: 617-225-5101","Scott Yacino scotty@pilgrim.com P: 617-374-3220 F: 617-225-5101",""
"ALN01","Lumen Technologies","1025 Eldorado Boulevard  Broomfield Colorado, USA 80021 8778642309","Christian Aguilar christian.aguilar@lumen.com P: 7208881563 F:","RespOrg Change wcgsms800@lumen.com P: 877-864-2309 F: 720-567-0061","Please submit all requests via the ROC tool.
STATUS REQUESTS, PLEASE CALL 877-864-2309"
"ALF01","Lumen Technologies","1025 Eldorado Boulevard Suite 401 Broomfield Colorado, USA 80021 877-864-2309","Christian Aguilar christian.aguilar@lumen.com P: 7208881563 F:","Toll Free Services wcgsms800@centurylink.com P: 8554538353 F: 720-567-0061",""
"SDR01","Lumen Technologies","200 Galleria Center Suite 401 Southfield Michigan, USA 48034 877-453-8353","Pam Cox pam.cox@lumen.com P: 380-206-5223 F:","Toll Free Services WCGSMS800@LEVEL3.COM P: 855-453-8353 F:",""
"UUS01","One Communications","100 Chestnut St  Rochester New York, USA 14604 888-493-7300","Katie Tan katie.tan@windstream.com P: 585-340-2769 F:","","Please send LOAs to TollFreeRequests@corp.earthlink.com"
"AON01","Amrigon Inc.","425 Pine Street  Philadelphia Pennsylvania, USA 19106 800-727-5445","Craig Klein resporg@amrigon.com P: 800-727-5445 F:","Craig Klein resporg@amrigon.com P: 800-727-5445 F:",""
"LIC01","POPP.com","620 Mendelssohn Ave N  Golden Valley Minnesota, USA 55427 763-797-7900","Paula Mertens clientservices@popp.com P: 763-797-7900 F: 763-797-7939","Paula Mertens clientservices@popp.com P: 763-797-7900 F: 763-797-7939","Change contact email address should be tollfree@popp.com, not bounceback@somos.com"
"IMT01","Integra Telecom","18110 SE 34th St, Building One, Suite 100  Vancouver Washington, USA 98683 888-404-4080","Jim Retsinas enhancedservices@integratelecom.com P: 8664538997 F: 503-953-7714","Holly Kowaleski enhanced.services@allstream.com P: 866-453-8997 F: 503-953-7714",""
"USL01","TDS Metrocom/Formerly USLink","30925 Second St  Pequot Lakes Minnesota, USA 56472 888-837-9394","Rhonda Rickard rhonda.rickard@tdsmetro.com P: 218-568-2064 F: 218-568-2225","Rhonda Rickard rhonda.rickard@tdsmetro.com P: 218-568-2064 F: 218-568-2225",""
"TVQ01","TetraVOX","13608 Wood River Drive  Kearney Missouri, USA 64060 8168010491","Nicole Sloan nicsloan@gmail.com P: 8168010491 F:","Nicole Sloan nicsloan@gmail.com P: 8168010491 F:",""
"CDN01","PAETEC Communications/McLEODUSA","1450 N. Center Point Rd  Hiawatha Iowa, USA 52233 877-340-2600","Katie Tan katie.tan@windstream.com P: 585-340-2769 F:","Cheryl Pecorella cheryl.pecorella@windstream.com P: 585-340-2769 F:",""
"EHT01","Access Point, Inc.","1100 Crescent Green Suite 109 Cary North Carolina, USA 27518 9198270414","Tywanda Bloodworth tywanda.bloodworth@gtt.net P: 919-851-4838 F: 919-859-3025","Tywanda Bloodworth tywanda.bloodworth@gtt.net P: 919-851-4838 F: 919-859-3025",""
"CJI01","Cooperative Communications","412-420 Washington Ave PO Box 903  Belleville New Jersey, USA 07109 800-833-2700","Lou Lombardi resporg@cpvcom.net P: 9737598100 F: 973-759-8282","Mike Lombardi MPLOMBARDI@CPVCOM.NET P: 973-759-8100 x1152 F: 973-759-8282",""
"BGE01","The Business Edge Group","1633 McKinley Avenue  North Brunswick New Jersey, USA 08902 732-789-3570","SHELDON KASS sk@justcalling.us P: 732 789-3570 F:","",""
"VUE01","Telvue Corporation","16000 Horizon Way Suite 500  Mt. Laurel New Jersey, USA 08054 856-273-8888","Mark Steele devops@telvue.com P: 8008858886  128 F: 856-866-7411","Mark Steele devops@telvue.com P: 8008858886  128 F: 856-866-7411",""
"YXT01","Xtel Communications","10000 Midlantic Dr Suite 410E Mt. Laurel New Jersey, USA 08054 856-596-4000","Richard Agin ragin@xtel.net P: 856-596-4000 F: 856-596-9777","Richard Agin ragin@xtel.net P: 856-596-4000 F: 856-596-9777",""
"IPT01","IDT Corporation","520 Broad Street  Newark New Jersey, USA 07102 973-438-4320","Gabe Sasso gabe.sasso@idt.net P: 973-438-4320 F:","Gabe Sasso gabe.sasso@idt.net P: 973-438-4320 F:","Resporg Change requests are no longer accepted via Fax. Please use ROC or e-mail iap-ops@idt.net"
"DIC01","DC Communications","10161 Park Run Dr Suite 223 Las Vegas Nevada, USA 89145 9497537000","CHRISTIAN WHITE cwhite@legentcom.com P: 9497537000 F:","CHRISTIAN WHITE cwhite@legentcom.com P: 9497537000 F:",""
"NRC01","MTF","250 Pilot Rd. Suite 220 Las Vegas Nevada, USA 89119 702-547-8266","Jeannie DiPuccio jdipuccio@morsetollfree.com P: 7025478266 F:","Jeannie DiPuccio jdipuccio@morsetollfree.com P: 7025478266 F:",""
"EYE01","Lightpath Fiber Infrastructure LLC","200 Jericho Quadrangle  Jericho New York, USA 11753 866-611-3434","Denise Narine-Anderson denise.narine-anderson@lightpathfiber.com P: 8666113434 option 2 F: 516-495-8788","Denise Narine-Anderson denise.narine-anderson@lightpathfiber.com P: 8666113434 option 2 F: 516-495-8788","FAX-516-495-8788
Please email Care@lightpathfiber.com or call 866-611-3434"
"ROL01","Rolinium","332 S Michigan Avenue Suite 1032  DEPT. S165 Chicago IL Illinois, USA 60604 872-256-2561","BERNARD SONNENSCHEIN bernards@rolinium.com P: 872-256-2561 F: 312-577-1577","BERNARD SONNENSCHEIN bernards@rolinium.com P: 872-256-2561 F: 312-577-1577","We are NOT using the ROC system"
"MET01","MetTel","44 Wall St 6th Floor New York New York, USA 10005 212-607-2000","Gabriel Jarvis tollfree@mettel.net P: 212-359-5383 F: 801-363-2182","Gabriel Jarvis tollfree@mettel.net P: 212-359-5383 F: 801-363-2182",""
"BJC01","Broadview Networks","1018 West Ninth Avenue  King of Prussia Pennsylvania, USA 19406 800-276-2384","Katie Tan katie.tan@windstream.com P: 585-340-2769 F:","Aisha Goodman aisha.goodman@windstream.com P: 888-978-9240 F: 800-373-9150",""
"PMI01","W.E.P.S. Inc.","261 brookville rd  brookville New York, USA 11545 516-801-1738","William Gannon kingofalldomains@hotmail.com P: 516-662-5174 F: 516-277-2680","William Gannon kingofalldomains@hotmail.com P: 516-662-5174 F: 516-277-2680",""
"SGI01","NTT Cloud Communications US Inc.","5 Concourse Pkwy NE Suite 1600  Atlanta Georgia, USA 30328 6464957613","Irena Ciekielski irena.oreilly@global.ntt P: 646-495-7613 F:","Irena Ciekielski irena.oreilly@global.ntt P: 646-495-7613 F:",""
"PGN01","PNG Telecommunications","8805 Govenor's Hill Drive Suite 250 Cincinnati Ohio, USA 45249 800-860-9495","Regina Voner rvoner@powernetco.com P: 513-645-4776 F:","Jill Warren SERVICEMANAGEMENT@PNGMAIL.COM P: 513-645-4980 F: 877-813-7419",""
"BNT01","First Communications","3340 W. Market St.  Akron Ohio, USA 44333 800-860-2934","Stacy Reder sreder@firstcomm.com P: 330-835-2336 F:","Stacy Reder sreder@firstcomm.com P: 330-835-2336 F:","Release request should go through ROC"
"DBC01","Cincinnati Bell Telephone Company LLC dba altafiber","229 West 7th St Floor 8 Cincinnati Ohio, USA 45202 877-323-2253","Richard Pride richard.pride@cinbell.com P: 513-565-2575 F: 513-621-2660","RCMAC Group DL-Support-RespOrg@cinbell.com P: 877-323-2253 F: 877-596-4690",""
"AZC01","Allstream","200 Wellington Street West Floor 12 Toronto Ontario, Canada M5V 3G2 866-282-0111","Catherine O'Grady catherine.ogrady@allstream.com P: 416-644-9703 F:","",""
"UXC01","Zayo","5160 Orbitor Drive 2nd Floor Mississauga Ontario, Canada L4W 5H2 800-200-7222","Stephen Catane stephen.catane@zayo.com P: 416-644-9726 F:","DENNIS LEWIS dennis.lewis@zayo.com P: 416-644-9613 F:","Send all RESPORG requests via ROC."
"MQX01","Misc-Etc","40 Hirams Crossing  jericho Vermont, USA 05465 8022387615","Vance Gorke vance.gorke@gmail.com P: 5087892717 F:","Vance Gorke vance.gorke@gmail.com P: 5087892717 F:",""
"IVN01","XO Communications, LLC a Verizon Company","9100 SW Nimbus Ave.  Beaverton Oregon, USA 97008 877-573-4293","Jody DeChristopher jody.l.dechristopher@verizon.com P: 503-403-5473 F:","SETH CHAMBERLIN SETH.CHAMBERLIN@VERIZON.COM P: 5037935025 F:","Email all requests to VZ-CV-Network@verizon.com"
"AUN01","ATLaaS","9450 SW Gemini Dr PMB 99633 Beaverton Oregon, USA 97008 800-508-5200","Carmelita Berquist cberquist@atlc.com P: 800-767-8464 F:","",""
"WST01","Acceris Solutions","1001 Brinton Rd.  Pittsburgh Pennsylvania, USA 15221 858-547-5610","Stacy Reder sreder@firstcomm.com P: 330-835-2336 F: 330-835-2630","",""
"CED01","RCN TELECOM SERVICES, LLC","100 Baltimore Drive  Wilkes Barre Pennsylvania, USA 18702 888-972-6622","David Gray resporg.department@rcn.net P: 512-878-5610 F:","David Gray resporg.department@rcn.net P: 512-878-5610 F:",""
"FCC01","Full Service Network","600 GRANT ST ste 3075 US Steel Building PITTSBURGH Pennsylvania, USA 15219 888-327-9115","David E. Schwencke david@fullservicenetwork.com P: 412-745-9000 F: 412-248-7670","David Stahli DSTAHLI@FULLSERVICENETWORK.COM P: 7247199115 F:",""
"UCW01","Capsule Communications","115 Gateway Dr  Macon Georgia, USA 31210 866-424-5100","Robin Kendrick-Krind robin.krind@fusionconnect.com P: 478-405-3818 F:","Robin Kendrick-Krind robin.krind@fusionconnect.com P: 478-405-3818 F:",""
"TOT01","Covista Communications","4885 Riverside Dr. Ste. 304 Macon Georgia, USA 31210 4784761162","Robin Kendrick-Krind robin.krind@fusionconnect.com P: 478-405-3818 F:","Virgnina Palmer rebill@birch.com P: 4784761171 F:",""
"PIT01","PrimeTel Communications, Inc.","Po Box 39788  Philadelphia Pennsylvania, USA 19106 888-774-6383","Ed Dye primetel@primetel.com P: 888-774-6383 F: 888-329-1122","Ed Dye primetel@primetel.com P: 888-774-6383 F: 888-329-1122","ROC loa okay."
"PFC01","Talk America/NTC","2134 W. Laburnum Ave  Richmond Virginia, USA 23227 800-291-9699","Katie Tan Katie.Tan@windstream.com P: 585-340-2769 F:","Cheryl Pecorella Cheryl.Pecorella@windstream.com P: 585-340-2703 F:",""
"LAM01","Liberty Communications of Puerto Rico LLC","Professional Office Park 996 San Roberto Street Reparto Loyola San Juan Puerto Rico, USA 00926 787-620-4473","Yolanda Trujillo yolanda.trujillo@libertypr.com P: 787-444-0089 F:","Jose David Cuadra jose.cuadra@libertypr.com P: 787-620-3255 F: 787-620-3364",""
"PRT01","Puerto Rico Telephone Co.","1513 Roosevelt Ave Floor 9  Guaynabo Puerto Rico, USA 00968 787-749-5500","Fabian A Saltares fabian.saltares@CLAROPR.COM P: 787-273-1284 F:","",""
"GIC01","Tata Communications Canada Ltd.","1441 Carrie Derrick  Montreal Quebec, Canada H3C 4S9 514-315-1047","Kuldeep Rathore kuldeep.rathore@tatacommunications.com P: 514-315-1047 F: 514-315-1048","Kuldeep Rathore kuldeep.rathore@tatacommunications.com P: 514-315-1047 F: 514-315-1048",""
"DHA01","Windstream","600 Willowbrook Office Park  Fairport New York, USA 14450 800-600-5050","Katie Tan katie.tan@windstream.com P: 585-340-2769 F:","Eileen Monserrate Garcia Eileen.MonserrateGarcia@windstream.com P: 585-340-2769 F:","All port away and status requests should be sent to WCI.8XXReleases@windstream.com.  Questions on releases should be directed to 330-487-2900. Thank you!"
"RPT01","Telescan, Inc.","PO Box 4747  Johnson City Tennessee, USA 37602 423-282-5043","Alford Kim kalford@mytelescan.com P: 423-282-5043 F: 423-282-6668","Alford Kim kalford@mytelescan.com P: 423-282-5043 F: 423-282-6668",""
"VPT01","VPT, Inc.","112 Cimarron Park Loop Suite C Buda Texas, USA 78610 512-419-4600","Kerry Spradley kerrys@vptnet.com P: 5123238240 F: 512-419-4601","Kerry Spradley kerrys@vptnet.com P: 5123238240 F: 512-419-4601",""
"LDD01","Verizon Business","6400 Weston Pkwy  Cary North Carolina, USA 27540 800-828-4984","Leslie Tangeman-Beeson leslie.m.beeson@verizon.com P: 919-378-3658 F:","Leslie Tangeman-Beeson leslie.m.beeson@verizon.com P: 919-378-3658 F:",""
"IXC01","Lumen Technologies","1305 E. Algonquin Rd  Arlington Heights Illinois, USA 60005 877-453-8353","Christian Aguilar christian.aguilar@lumen.com P: 7208881563 F:","Broadwing Resp Org WCGSMS800@level3.com P: 877-864-2309 F: 720-567-0061",""
"HWK01","Network Comm. International Corp.","1809 Judson Road  Longview Texas, USA 75605 888-386-3709","Randy Polk randy.polk@ncic.com P: 903-757-4455 1020 F:","",""
"VDL01","Birch Telecommunications Inc.","4885 Riverside Dr, Suite 304  Macon Georgia, USA 31210 888-772-4724","LaManda Emory lamanda.emory@birch.com P: 478-476-1167 F:","LaManda Emory lamanda.emory@birch.com P: 478-476-1167 F:","****Please submit resp org change requests via our website at www.birch.com and click on the business relations link at the bottom.  Thanks ***"
"NPH01","Bestline","500 N Capital of Texas Hwy #8-200 Austin Texas, USA 78746 800-365-6030","Patrick Connaughton pconnaughton@bestline.net P: 512-328-9095 F:","Patrick Connaughton pconnaughton@bestline.net P: 512-328-9095 F:","Email RO change requests to ROChange@bestline.net"
"NKS01","NetworkIP","119 W. Tyler St. Suite 100 Longview Texas, USA 75601 877-638-7762","Larry Chrisman chrisman@networkip.net P: 972-235-7135 F: 903-323-4833","Larry Chrisman chrisman@networkip.net P: 972-235-7135 F: 903-323-4833",""
"NCM01","NTS Communications Inc","1220 Broadway  Lubbock Texas, USA 79401 800-658-2150","Shannon Lane shannon.lane@metronet.com P: 806-776-1363 F:","LeAnne Jackson tollfree1@vexusfiber.com P: 806-776-4959 F: 000-000-0000",""
"WES01","WesTel Inc.","12015 Park Thirty Five Circle Suite 1208 Austin Texas, USA 78753 512-480-5500","Brian Bothroyd Brian.bothroyd@westel.net P: 512-480-5500 F:","Robb Milam robb@westel.net P: 512-480-5500 F: 512-480-5596",""
"FLX01","Frontier Communications","24 S William St  Johnstown New York, USA 12095 800-308-6527","Celene Campbell celene.campbell@ftr.com P: 805-402-2662 F:","TOLL FREE DEPARTMENT LD.Faxline@ftr.com P: 800-726-3539 F: 518-775-4863","***Frontier is participating in ROC***"
"NKT01","NetworkIP","119 W. Tyler St. Suite 100 Longview Texas, USA 75601 877-638-7762","Larry Chrisman chrisman@networkip.net P: 972-235-7135 F: 903-323-4833","Kevin Lawrence klawrence@networkip.net P: 430-588-7394 F: 903-323-4833",""
"NLS01","XO Communications","10000 Park Meadows Drive  Lone Tree Colorado, USA 80124 877-865-5832","Recheal Goettling Recheal.L.Goettling@one.verizon.com P: 303-305-1688 F:","","RESP ORG CHANGE requests should be sent to resporgrelease@xo.com and status updates should go to XOPORTOUTS@xo.com"
